keyboard,letters,words,time,wpm,lps,accuracy,raw_accuracy,consistency,typer,text_type
simulation1,272,51,22.861,134,12,100,100,91.58796059311696,10Fingers,Code
QWERTY,289,53,28.711,111,10,100,100,82.43131871125709,10Fingers,Article
QWERTY,369,36,41.212,52,9,100,100,43.16469786150049,10Fingers,Article
QWERTY,523,73,58.707,75,9,100,100,86.40534217563894,10Fingers,Code
COLEMAK,263,30,18.721,96,14,100,100,61.72487764165852,10Fingers,Article
simulation2,388,64,34.576,111,11,100,100,91.30246873829677,10Fingers,Book
DVORAK,278,46,20.96,132,13,100,100,81.47475753366776,10Fingers,Code
QWERTY,351,23,27.263,51,13,100,100,69.98138979896885,10Fingers,Book
simulation3,352,57,34.532,99,10,100,100,81.90409775211306,10Fingers,Article
DVORAK,300,54,26.279,123,11,100,100,87.90716038737423,10Fingers,Dummy
simulation2,698,114,67.55,101,10,100,100,93.87302000659051,10Fingers,Book
simulation1,359,59,36.205,98,10,100,100,91.00898708290734,10Fingers,Dummy
COLEMAK,704,109,55.076,119,13,100,100,89.77222410583947,10Fingers,Code
simulation2,263,19,17.35,66,15,100,100,83.54042259691789,10Fingers,Code
DVORAK,289,43,26.625,97,11,100,100,84.2045041497958,10Fingers,Dummy
simulation3,307,49,25.152,117,12,100,100,90.40192578133819,10Fingers,Article
DVORAK,480,70,43.466,97,11,100,100,86.1368399549127,10Fingers,Code
DVORAK,507,49,39.996,74,13,100,100,74.72721654875355,10Fingers,Article
DVORAK,261,43,20.043,129,13,100,100,90.79435144102045,10Fingers,Book
DVORAK,272,53,20.354,156,13,100,100,93.73883586858673,10Fingers,Article
simulation3,641,105,59.988,105,11,100,100,86.63417287422209,10Fingers,Code
simulation3,285,10,27.776,22,10,100,100,81.77394746512246,10Fingers,Dummy
QWERTY,716,105,73.579,86,10,100,100,81.88555748179783,10Fingers,Article
simulation2,650,102,68.051,90,10,100,100,85.89957896002552,10Fingers,Code
simulation1,520,70,59.35,71,9,100,100,86.40726384457635,10Fingers,Book
QWERTY,296,45,24.025,112,12,100,100,93.66617510429035,10Fingers,Book
simulation3,501,89,42.49,126,12,100,100,77.06086024142341,10Fingers,Article
simulation1,306,48,23.453,123,13,100,100,86.9257024178327,10Fingers,Dummy
simulation3,976,143,83.916,102,12,100,100,91.61910902269739,10Fingers,Article
DVORAK,480,70,36.773,114,13,100,100,93.12542369225828,10Fingers,Dummy
simulation2,824,131,80.752,97,10,100,100,91.17479760087035,10Fingers,Book
DVORAK,384,75,32.505,138,12,100,100,91.63742455226898,10Fingers,Dummy
COLEMAK,412,67,34.191,118,12,100,100,88.68971516600078,10Fingers,Dummy
DVORAK,469,74,38.735,115,12,100,100,91.46828074732954,10Fingers,Article
simulation1,449,70,42.331,99,11,100,100,85.23239299891674,10Fingers,Book
COLEMAK,536,88,46.269,114,12,100,100,85.44621727470016,10Fingers,Dummy
simulation1,503,76,42.234,108,12,100,100,78.45227473806324,10Fingers,Dummy
simulation3,463,72,38.156,113,12,100,100,90.17254187880609,10Fingers,Book
simulation3,540,101,46.361,131,12,100,100,92.66156042533754,10Fingers,Dummy
simulation2,724,111,68.17,98,11,100,100,90.47817964320274,10Fingers,Book
simulation3,509,77,40.689,114,13,100,100,89.32799313791288,10Fingers,Dummy
QWERTY,602,98,51.136,115,12,100,100,90.77503962875471,10Fingers,Book
simulation1,273,52,19.27,162,14,100,100,88.93281131078781,10Fingers,Dummy
COLEMAK,312,52,23.374,133,13,100,100,93.33941343866077,10Fingers,Book
simulation1,293,55,21.808,151,13,100,100,91.33415679753786,10Fingers,Code
simulation1,546,87,55.775,94,10,100,100,78.10359006309828,10Fingers,Book
DVORAK,285,57,22.669,151,13,100,100,86.96522158654558,10Fingers,Book
simulation3,561,86,44.255,117,13,100,100,93.76374707274738,10Fingers,Code
simulation2,534,62,53.118,70,10,100,100,82.30343657909272,10Fingers,Code
COLEMAK,384,46,34.136,81,11,100,100,84.7921538977074,10Fingers,Code
simulation2,369,62,32.746,114,11,100,100,89.06106466715597,10Fingers,Book
QWERTY,417,82,31.382,157,13,100,100,92.82476553040006,10Fingers,Book
DVORAK,276,45,19.966,135,14,100,100,89.36840300515719,10Fingers,Book
QWERTY,533,88,43.105,122,12,100,100,84.29711471987753,10Fingers,Article
DVORAK,529,68,39.661,103,13,100,100,94.38967481952746,10Fingers,Book
DVORAK,538,107,45.067,142,12,100,100,89.75131510894911,10Fingers,Book
simulation2,311,53,26.074,122,12,100,100,90.32494016965808,10Fingers,Article
COLEMAK,549,96,43.497,132,13,100,100,86.52114572070619,10Fingers,Code
simulation1,523,57,44.73,76,12,100,100,87.32429816171336,10Fingers,Code
simulation1,326,46,30.849,89,11,100,100,89.6908508630015,10Fingers,Article
simulation2,602,101,52.1,116,12,100,100,90.73697016075877,10Fingers,Code
DVORAK,392,41,35.349,70,11,100,100,88.99445066787128,10Fingers,Article
QWERTY,292,50,24.457,123,12,100,100,90.74271221286706,10Fingers,Article
simulation1,512,85,38.503,132,13,100,100,89.93383910732062,10Fingers,Dummy
simulation2,650,105,59.731,105,11,100,100,91.40974602760576,10Fingers,Dummy
simulation1,387,58,28.483,122,14,100,100,89.74123041983532,10Fingers,Book
simulation3,266,50,21.325,141,12,100,100,90.80141077483825,10Fingers,Dummy
simulation2,376,64,32.302,119,12,100,100,93.68929275344244,10Fingers,Book
simulation2,280,54,23.943,135,12,100,100,83.21926988282934,10Fingers,Article
DVORAK,376,56,29.617,113,13,100,100,84.13327859872378,10Fingers,Dummy
DVORAK,353,58,27.152,128,13,100,100,87.70639491696213,10Fingers,Code
simulation3,275,32,28.992,66,9,100,100,84.46626303162947,10Fingers,Code
DVORAK,506,38,48.697,47,10,100,100,76.41460757501874,10Fingers,Dummy
COLEMAK,468,78,34.934,134,13,100,100,92.45626389830058,10Fingers,Article
simulation3,501,82,43.12,114,12,100,100,87.12630066871866,10Fingers,Code
simulation3,274,38,25.277,90,11,100,100,84.82236375447931,10Fingers,Article
simulation2,537,84,48.267,104,11,100,100,91.4864759227101,10Fingers,Article
QWERTY,899,124,77.853,96,12,100,100,93.10230643311681,10Fingers,Code
simulation3,511,52,52.421,60,10,100,100,84.08079444236417,10Fingers,Dummy
simulation2,331,54,29.251,111,11,100,100,90.699988671504,10Fingers,Book
QWERTY,351,65,27.21,143,13,100,100,92.61397950788331,10Fingers,Book
DVORAK,313,61,21.992,166,14,100,100,93.20605587861601,10Fingers,Dummy
simulation3,395,63,30.979,122,13,100,100,92.0040221015261,10Fingers,Article
simulation2,370,54,35.735,91,10,100,100,91.20927336040012,10Fingers,Book
simulation3,378,68,34.522,118,11,100,100,85.9868646042562,10Fingers,Code
simulation1,369,56,33.386,101,11,100,100,87.71551069008547,10Fingers,Article
DVORAK,504,75,41.598,108,12,100,100,89.00424152464828,10Fingers,Article
simulation1,647,94,52.474,107,12,100,100,91.28200428569728,10Fingers,Article
simulation1,264,40,19.442,123,14,100,100,83.10708063385471,10Fingers,Dummy
COLEMAK,295,45,21.856,124,13,100,100,93.56094694244831,10Fingers,Code
simulation3,359,40,33.915,71,11,100,100,56.53744493254992,10Fingers,Code
simulation3,457,31,53.701,35,9,100,100,40.59918213425389,10Fingers,Book
COLEMAK,264,44,19.414,136,14,100,100,90.43512125131296,10Fingers,Article
DVORAK,381,64,27.427,140,14,100,100,86.30210778559774,10Fingers,Book
DVORAK,556,100,41.023,146,14,100,100,92.85496328625744,10Fingers,Book
simulation1,363,64,27.948,137,13,100,100,69.60862376830191,10Fingers,Dummy
QWERTY,435,61,35.391,103,12,100,100,93.83840473793599,10Fingers,Article
simulation3,512,67,47.277,85,11,100,100,92.6434217083255,10Fingers,Code
simulation2,558,82,53.163,93,10,100,100,71.92288230402106,10Fingers,Article
QWERTY,423,76,35.421,129,12,100,100,85.69448025254746,10Fingers,Code
DVORAK,542,64,46.747,82,12,100,100,86.97039624902787,10Fingers,Book
DVORAK,325,55,24.591,134,13,100,100,92.64128962917674,10Fingers,Dummy
simulation1,425,66,31.508,126,13,100,100,89.85373608299284,10Fingers,Dummy
QWERTY,773,120,66.322,109,12,100,100,91.89963345546042,10Fingers,Dummy
COLEMAK,431,69,32.808,126,13,100,100,92.06405778134814,10Fingers,Code
simulation2,509,72,53.474,81,10,100,100,89.73028982721729,10Fingers,Dummy
simulation1,370,55,27.4,120,14,100,100,91.86115164915815,10Fingers,Article
simulation2,357,45,36.885,73,10,100,100,92.68178359285136,10Fingers,Article
DVORAK,270,25,25.851,58,10,100,100,77.55134485481626,10Fingers,Article
QWERTY,410,69,32.794,126,13,100,100,85.44489436367412,10Fingers,Book
QWERTY,270,48,19.94,144,14,100,100,89.4095995295726,10Fingers,Book
simulation3,364,71,28.767,148,13,100,100,94.71467059180006,10Fingers,Article
COLEMAK,356,55,25.389,130,14,100,100,87.85661167278884,10Fingers,Dummy
simulation3,318,51,25.239,121,13,100,100,88.7519530452688,10Fingers,Article
DVORAK,675,99,51.719,115,13,100,100,87.86123451143622,10Fingers,Code
COLEMAK,382,32,37.028,52,10,100,100,61.34655295998288,10Fingers,Code
QWERTY,505,71,52.354,81,10,100,100,90.53937664497568,10Fingers,Dummy
simulation1,536,88,41.685,127,13,100,100,94.37539955225687,10Fingers,Book
COLEMAK,503,92,38.739,142,13,100,100,89.46612973647174,10Fingers,Code
COLEMAK,294,58,23.5,148,13,100,100,85.14162085187994,10Fingers,Book
COLEMAK,320,63,22.519,168,14,100,100,92.69869216475658,10Fingers,Code
QWERTY,524,54,57.62,56,9,100,100,82.7519009326358,10Fingers,Dummy
simulation3,646,109,52.331,125,12,100,100,88.2034718900665,10Fingers,Article
simulation2,536,84,46.557,108,12,100,100,90.7667986345631,10Fingers,Code
QWERTY,269,62,22.806,163,12,100,100,81.64187193410653,10Fingers,Dummy
DVORAK,751,127,61.392,124,12,100,100,88.7797034589234,10Fingers,Dummy
DVORAK,378,55,28.29,117,13,100,100,92.6114207585566,10Fingers,Code
DVORAK,288,44,25.542,103,11,100,100,83.28642134707985,10Fingers,Code
COLEMAK,355,62,32.209,115,11,100,100,89.55232207638777,10Fingers,Dummy
simulation2,836,129,77.61,100,11,100,100,90.9375386269462,10Fingers,Dummy
simulation3,860,135,72.828,111,12,100,100,93.05146754267813,10Fingers,Book
simulation1,557,93,42.672,131,13,100,100,90.92437128223432,10Fingers,Article
simulation3,576,95,45.856,124,13,100,100,90.60330765609613,10Fingers,Book
simulation2,500,96,47.362,122,11,100,100,93.35206911978015,10Fingers,Dummy
QWERTY,368,61,30.485,120,12,100,100,89.82928752370066,10Fingers,Book
simulation3,270,49,22.294,132,12,100,100,93.27537535651483,10Fingers,Code
QWERTY,388,54,37.272,87,10,100,100,83.44894886432226,10Fingers,Article
simulation1,395,64,30.718,125,13,100,100,89.39407946602715,10Fingers,Book
simulation1,519,90,41.15,131,13,100,100,94.05784602059845,10Fingers,Code
COLEMAK,365,43,31.039,83,12,100,100,83.97929929830744,10Fingers,Book
DVORAK,502,95,39.255,145,13,100,100,93.37156146622772,10Fingers,Article
DVORAK,430,69,31.449,132,14,100,100,79.30014015052294,10Fingers,Code
simulation3,366,52,36.355,86,10,100,100,81.79584929384028,10Fingers,Book
simulation2,519,85,47.244,108,11,100,100,91.42417410213757,10Fingers,Dummy
QWERTY,328,55,27.34,121,12,100,100,87.38880447902517,10Fingers,Code
simulation1,272,38,25.335,90,11,100,100,90.22319085928635,10Fingers,Article
simulation2,305,52,25.727,121,12,100,100,84.81860504233079,10Fingers,Article
QWERTY,335,52,27.913,112,12,100,100,76.54581683115808,10Fingers,Article
simulation3,575,95,45.588,125,13,100,100,91.36567351347206,10Fingers,Article
simulation1,383,63,27.862,136,14,100,100,88.51484299387437,10Fingers,Code
COLEMAK,379,14,18.894,44,20,100,100,65.16597107484665,10Fingers,Dummy
QWERTY,499,78,40.952,114,12,100,100,88.70642437398224,10Fingers,Book
simulation2,270,46,22.915,120,12,100,100,91.90432020887442,10Fingers,Article
simulation2,637,91,58.151,94,11,100,100,91.01940440227098,10Fingers,Article
simulation2,364,42,30.54,83,12,100,100,87.19374605824441,10Fingers,Code
DVORAK,278,43,22.567,114,12,100,100,81.99036277494682,10Fingers,Book
COLEMAK,351,60,24.657,146,14,100,100,83.10760571243067,10Fingers,Article
simulation2,503,76,42.266,108,12,100,100,92.34703184801356,10Fingers,Code
simulation3,515,81,39.537,123,13,100,100,94.3141917648562,10Fingers,Dummy
simulation2,449,75,41.623,108,11,100,100,84.01894734304143,10Fingers,Dummy
DVORAK,370,55,28.162,117,13,100,100,91.31566845265479,10Fingers,Article
simulation1,354,32,30.08,64,12,100,100,55.85853203316214,10Fingers,Article
simulation3,291,48,22.457,128,13,100,100,91.28765264682049,10Fingers,Dummy
COLEMAK,290,46,21.472,129,14,100,100,88.02281479162289,10Fingers,Book
simulation3,359,63,26.544,142,14,100,100,93.15821046083308,10Fingers,Book
simulation1,377,68,31.256,131,12,100,100,91.12657232476666,10Fingers,Book
QWERTY,272,45,20.927,129,13,100,100,88.06422922489197,10Fingers,Dummy
QWERTY,791,131,67.523,116,12,100,100,89.60863163359583,10Fingers,Article
simulation3,924,130,83.042,94,11,100,100,91.03224931876417,10Fingers,Article
simulation2,299,50,25.191,119,12,100,100,88.70304015118035,10Fingers,Code
QWERTY,555,56,58.265,58,10,100,100,82.77861120111511,10Fingers,Book
simulation2,534,85,47.442,107,11,100,100,94.16136156985625,10Fingers,Code
DVORAK,512,39,56.845,41,9,100,100,85.6599976933364,10Fingers,Article
simulation2,639,89,56.205,95,11,100,100,91.08830103086503,10Fingers,Dummy
simulation2,369,58,30.898,113,12,100,100,88.04577828294455,10Fingers,Code
simulation3,260,32,23.427,82,11,100,100,73.02703193765313,10Fingers,Dummy
QWERTY,319,50,26.615,113,12,100,100,91.20665564444843,10Fingers,Dummy
QWERTY,361,50,30.925,97,12,100,100,90.49939291618836,10Fingers,Article
simulation3,288,31,27.512,68,10,100,100,90.33526173620226,10Fingers,Book
QWERTY,377,66,29.948,132,13,100,100,85.15331368324321,10Fingers,Book
simulation2,512,92,47.226,117,11,100,100,83.41226255898756,10Fingers,Code
COLEMAK,519,75,45.7,98,11,100,100,66.84219025026303,10Fingers,Book
COLEMAK,505,81,48.565,100,10,100,100,86.43950323018096,10Fingers,Article
simulation2,505,74,46.521,95,11,100,100,92.24256101937712,10Fingers,Dummy
simulation3,292,49,23.009,128,13,100,100,85.30172637952025,10Fingers,Dummy
DVORAK,737,112,58.888,114,13,100,100,92.7888061886261,10Fingers,Dummy
COLEMAK,696,113,55.512,122,13,100,100,93.92096153774395,10Fingers,Book
QWERTY,532,87,43.743,119,12,100,100,92.02125124116266,10Fingers,Dummy
simulation3,304,52,24.334,128,12,100,100,84.2804363829887,10Fingers,Dummy
simulation3,456,62,35.168,106,13,100,100,88.04972930699968,10Fingers,Article
DVORAK,414,58,32.919,106,13,100,100,81.46639133563684,10Fingers,Book
COLEMAK,270,47,20.366,138,13,100,100,90.21567039162274,10Fingers,Book
simulation3,268,49,23.2,127,12,100,100,86.87042882866692,10Fingers,Book
simulation3,284,54,22.438,144,13,100,100,88.26053299132722,10Fingers,Book
QWERTY,279,57,20.328,168,14,100,100,90.8958503584251,10Fingers,Book
COLEMAK,531,87,45.567,115,12,100,100,83.6607539903162,10Fingers,Article
QWERTY,281,45,24.045,112,12,100,100,89.80617570748278,10Fingers,Code
DVORAK,261,44,22.498,117,12,100,100,88.89766457015003,10Fingers,Code
simulation1,265,40,28.346,85,9,100,100,88.88916593317565,10Fingers,Article
simulation3,431,71,32.596,131,13,100,100,89.14962296267623,10Fingers,Book
QWERTY,408,65,34.345,114,12,100,100,91.61740536269915,10Fingers,Code
COLEMAK,504,73,46.369,94,11,100,100,90.98060123842198,10Fingers,Code
simulation1,373,41,28.07,88,13,100,100,80.4753662062377,10Fingers,Code
simulation1,278,18,25.248,43,11,100,100,81.96332587791672,10Fingers,Code
simulation3,515,20,47.784,25,11,100,100,84.59919829573793,10Fingers,Article
DVORAK,306,50,22.709,132,13,100,100,91.10102302432023,10Fingers,Book
simulation1,272,42,20.304,124,13,100,100,82.39739891186818,10Fingers,Book
simulation2,266,43,20.382,127,13,100,100,90.99101169846655,10Fingers,Book
simulation1,525,94,38.396,147,14,100,100,92.2343168361426,10Fingers,Book
DVORAK,513,98,41.162,143,12,100,100,93.62663890846987,10Fingers,Article
simulation1,415,56,38.709,87,11,100,100,87.20318478889978,10Fingers,Article
QWERTY,540,67,43.418,93,12,100,100,90.93354817142423,10Fingers,Book
COLEMAK,324,62,23.784,156,14,100,100,90.87443077758347,10Fingers,Article
simulation2,513,78,44.81,104,11,100,100,88.67227709346584,10Fingers,Dummy
simulation2,744,117,69.471,101,11,100,100,89.20506285845988,10Fingers,Code
simulation3,543,65,53.728,73,10,100,100,71.58472180283671,10Fingers,Book
simulation2,364,63,33.03,114,11,100,100,91.23317818062324,10Fingers,Book
simulation1,295,52,29.475,106,10,100,100,89.09913112639101,10Fingers,Dummy
simulation3,801,118,67.562,105,12,100,100,94.64526345656951,10Fingers,Book
simulation3,529,88,50.395,105,10,100,100,92.72108859741842,10Fingers,Article
simulation1,303,50,24.102,124,13,100,100,87.94346471756292,10Fingers,Article
DVORAK,610,91,46.207,118,13,100,100,92.2629235159484,10Fingers,Dummy
COLEMAK,336,53,25.389,125,13,100,100,93.63600513507288,10Fingers,Article
QWERTY,309,45,25.674,105,12,100,100,84.87525653511192,10Fingers,Article
simulation2,405,68,34.558,118,12,100,100,89.08533412529226,10Fingers,Book
QWERTY,351,64,29.026,132,12,100,100,91.54771366432509,10Fingers,Book
simulation3,554,93,42.017,133,13,100,100,95.33394324212287,10Fingers,Code
simulation3,396,31,21.513,86,18,100,100,79.34497941604604,10Fingers,Dummy
COLEMAK,359,55,26.627,124,13,100,100,87.82909131159256,10Fingers,Article
COLEMAK,518,84,49.528,102,10,100,100,86.38846005161298,10Fingers,Book
simulation2,414,68,35.564,115,12,100,100,90.8786486190761,10Fingers,Code
QWERTY,356,87,29.155,179,12,100,100,88.26254286915083,10Fingers,Code
simulation2,381,28,24.581,68,15,100,100,73.74772255999125,10Fingers,Book
QWERTY,406,71,30.517,140,13,100,100,89.7462715557472,10Fingers,Article
simulation2,351,60,30.4,118,12,100,100,87.98918377417668,10Fingers,Dummy
QWERTY,438,65,35.741,109,12,100,100,90.32606747507417,10Fingers,Code
COLEMAK,354,70,31.372,134,11,100,100,78.36291880397961,10Fingers,Dummy
simulation3,717,114,58.659,117,12,100,100,93.77814547751534,10Fingers,Code
simulation1,358,54,26.534,122,13,100,100,71.7762350851119,10Fingers,Book
COLEMAK,355,66,27.498,144,13,100,100,92.80115718778951,10Fingers,Book
simulation1,410,66,32.268,123,13,100,100,93.22259060755887,10Fingers,Code
simulation3,585,66,62.159,64,9,100,100,82.25436977627453,10Fingers,Dummy
QWERTY,358,56,29.273,115,12,100,100,91.70944567613924,10Fingers,Article
COLEMAK,503,76,41.299,110,12,100,100,86.90935773952154,10Fingers,Book
simulation1,269,47,19.425,145,14,100,100,93.3374448279887,10Fingers,Article
COLEMAK,473,66,37.131,107,13,100,100,85.93777518343249,10Fingers,Book
simulation3,526,70,50.769,83,10,100,100,84.57764944351632,10Fingers,Code
DVORAK,520,42,50.55,50,10,100,100,78.5299258123164,10Fingers,Code
simulation1,362,37,36.916,60,10,100,100,53.4999772935866,10Fingers,Dummy
QWERTY,484,77,39.992,116,12,100,100,92.89279911083301,10Fingers,Book
simulation2,376,61,34.75,105,11,100,100,86.96882779442116,10Fingers,Dummy
DVORAK,356,56,27.455,122,13,100,100,81.72398077981784,10Fingers,Code
simulation2,267,37,22.28,100,12,100,100,82.13517390101383,10Fingers,Code
simulation1,265,40,22.54,106,12,100,100,83.92527270316802,10Fingers,Code
COLEMAK,268,73,22.558,194,12,100,100,87.40044393537181,10Fingers,Code
simulation3,354,31,34.495,54,10,100,100,87.17227729034497,10Fingers,Dummy
COLEMAK,680,108,55.86,116,12,100,100,91.85132774740964,10Fingers,Dummy
QWERTY,482,64,39.042,98,12,100,100,91.60698453614854,10Fingers,Book
DVORAK,535,105,42.832,147,12,100,100,95.1642670126961,10Fingers,Dummy
simulation3,871,141,72.604,117,12,100,100,94.18108091427476,10Fingers,Book
simulation1,326,53,24.754,128,13,100,100,90.68129369358446,10Fingers,Dummy
COLEMAK,448,65,34.112,114,13,100,100,91.59929231562835,10Fingers,Book
simulation2,365,66,30.479,130,12,100,100,92.89168661399302,10Fingers,Code
simulation2,278,34,28.297,72,10,100,100,87.89879353439488,10Fingers,Code
simulation3,392,59,30.683,115,13,100,100,91.54521961444003,10Fingers,Dummy
simulation1,424,66,31.934,124,13,100,100,86.98550033821063,10Fingers,Book
simulation2,527,92,47.423,116,11,100,100,93.4630027416627,10Fingers,Book
DVORAK,276,54,18.814,172,15,100,100,94.21812197421393,10Fingers,Code
QWERTY,510,84,44.584,113,11,100,100,88.75937933252276,10Fingers,Dummy
COLEMAK,484,77,37.285,124,13,100,100,93.17481988658191,10Fingers,Book
DVORAK,355,54,30.016,108,12,100,100,89.34827526849462,10Fingers,Book
QWERTY,261,37,25.151,88,10,100,100,87.86381988204093,10Fingers,Dummy
simulation3,504,82,39.157,126,13,100,100,91.29734839002037,10Fingers,Article
simulation2,1158,161,113.524,85,10,100,100,94.83830262157825,10Fingers,Dummy
simulation2,442,69,39.083,106,11,100,100,91.93865629213933,10Fingers,Book
simulation3,508,100,41.765,144,12,100,100,94.11113870709335,10Fingers,Book
simulation3,376,73,29.666,148,13,100,100,91.4705324969445,10Fingers,Book
simulation2,389,68,33.699,121,12,100,100,91.25449554458912,10Fingers,Article
COLEMAK,502,61,48.365,76,10,100,100,86.62317151033737,10Fingers,Article
simulation1,544,80,50.745,95,11,100,100,80.66184959868865,10Fingers,Dummy
COLEMAK,483,78,37.386,125,13,100,100,93.16431013892101,10Fingers,Article
simulation2,592,104,52.608,119,11,100,100,90.0516317443872,10Fingers,Dummy
QWERTY,355,57,29.593,116,12,100,100,85.74422549732581,10Fingers,Article
QWERTY,389,61,30.651,119,13,100,100,89.19168280951543,10Fingers,Book
QWERTY,409,63,32.827,115,12,100,100,87.9561463316543,10Fingers,Dummy
simulation3,551,93,43.737,128,13,100,100,95.06229847510085,10Fingers,Code
simulation1,533,93,39.425,142,14,100,100,91.38811516727478,10Fingers,Article
simulation1,360,61,25.82,142,14,100,100,88.89857492059139,10Fingers,Book
QWERTY,389,74,32.223,138,12,100,100,94.73488643653464,10Fingers,Article
QWERTY,391,67,31.598,127,12,100,100,92.2561420548668,10Fingers,Article
simulation2,1110,162,108.24,90,10,100,100,89.36604495658145,10Fingers,Article
simulation1,284,43,21.14,122,13,100,100,92.47036337142211,10Fingers,Dummy
simulation3,497,79,39.505,120,13,100,100,89.58831165706553,10Fingers,Book
simulation1,317,58,23.62,147,13,100,100,84.24190785395939,10Fingers,Book
simulation2,273,47,21.036,134,13,100,100,89.0334290018092,10Fingers,Article
simulation2,324,59,27.287,130,12,100,100,88.35781725253015,10Fingers,Book
simulation3,278,38,24.96,91,11,100,100,88.33768867396503,10Fingers,Dummy
simulation2,751,120,69.17,104,11,100,100,88.60288799747109,10Fingers,Code
DVORAK,290,23,31.037,44,9,100,100,78.66071986388177,10Fingers,Article
simulation1,387,70,30.645,137,13,100,100,78.80209007774754,10Fingers,Book
simulation2,382,72,34.784,124,11,100,100,90.43883650323161,10Fingers,Dummy
simulation1,353,55,26.662,124,13,100,100,92.05301351389437,10Fingers,Book
simulation3,305,51,24.976,123,12,100,100,88.0798750995677,10Fingers,Code
simulation1,278,55,23.397,141,12,100,100,85.59681957712837,10Fingers,Book
simulation1,362,52,27.357,114,13,100,100,80.30160759214033,10Fingers,Dummy
QWERTY,559,94,46.791,121,12,100,100,87.54947883170493,10Fingers,Book
DVORAK,329,64,25.028,153,13,100,100,93.44402930911548,10Fingers,Code
DVORAK,531,52,58.736,53,9,100,100,87.1473498803994,10Fingers,Book
COLEMAK,352,64,24.299,158,14,100,100,92.61670874770311,10Fingers,Dummy
simulation2,449,75,41.674,108,11,100,100,84.1328954125136,10Fingers,Book
simulation1,262,36,19.821,109,13,100,100,91.3092899864392,10Fingers,Dummy
DVORAK,447,70,34.34,122,13,100,100,88.87864498840513,10Fingers,Article
simulation2,370,50,37.38,80,10,100,100,88.93238555753517,10Fingers,Code
QWERTY,385,25,37.193,40,10,100,100,80.14753169885199,10Fingers,Article
simulation1,390,48,33.648,86,12,100,100,86.25870268975731,10Fingers,Dummy
simulation2,791,130,72.101,108,11,100,100,87.18666227045662,10Fingers,Article
QWERTY,308,49,25.07,117,12,100,100,89.09911520141381,10Fingers,Book
simulation3,274,56,22.121,152,12,100,100,92.54709844991909,10Fingers,Code
COLEMAK,407,42,44.296,57,9,100,100,85.52787751429932,10Fingers,Dummy
DVORAK,788,126,64.139,118,12,100,100,88.11278756799658,10Fingers,Code
simulation2,350,35,34.375,61,10,100,100,83.60486279183165,10Fingers,Article
simulation3,577,91,46.24,118,12,100,100,90.08269894078157,10Fingers,Book
simulation3,308,35,28.351,74,11,100,100,79.63332872519656,10Fingers,Book
QWERTY,275,48,22.764,127,12,100,100,90.9130357924588,10Fingers,Book
simulation3,401,75,31.537,143,13,100,100,90.67131721996242,10Fingers,Code
simulation1,508,52,45.203,69,11,100,100,66.56306540324988,10Fingers,Code
simulation2,505,46,52.236,53,10,100,100,75.05965688986473,10Fingers,Book
DVORAK,274,49,22.323,132,12,100,100,89.49099319080504,10Fingers,Dummy
COLEMAK,362,59,27.14,130,13,100,100,89.91623847512163,10Fingers,Dummy
QWERTY,948,156,84.138,111,11,100,100,94.56173337723023,10Fingers,Dummy
COLEMAK,431,69,32.849,126,13,100,100,92.31646827872754,10Fingers,Code
DVORAK,358,24,36.122,40,10,100,100,78.68909737263064,10Fingers,Dummy
simulation3,740,117,60.602,116,12,100,100,94.8932781379374,10Fingers,Book
QWERTY,514,89,40.051,133,13,100,100,92.84650336033071,10Fingers,Code
COLEMAK,510,57,47.512,72,11,100,100,67.12378519709964,10Fingers,Book
DVORAK,290,51,24.677,124,12,100,100,93.02372789315952,10Fingers,Dummy
simulation1,355,57,26.542,129,13,100,100,87.25132833883771,10Fingers,Dummy
COLEMAK,631,92,50.397,110,13,100,100,93.97566525529186,10Fingers,Book
simulation2,552,83,48.55,103,11,100,100,91.86617116141808,10Fingers,Article
simulation1,754,112,59.555,113,13,100,100,91.56907907000961,10Fingers,Dummy
simulation3,810,128,67.585,114,12,100,100,90.85067467400438,10Fingers,Dummy
simulation2,718,116,64.838,107,11,100,100,90.42328147712117,10Fingers,Code
simulation2,319,29,21.44,81,15,100,100,79.14650476317553,10Fingers,Code
simulation3,531,82,56.245,87,9,100,100,72.8378582953623,10Fingers,Code
simulation3,504,120,43.48,166,12,100,100,88.06793920299263,10Fingers,Code
simulation1,551,69,48.749,85,11,100,100,63.908306613756764,10Fingers,Dummy
COLEMAK,357,60,26.757,135,13,100,100,86.66751099058294,10Fingers,Code
simulation1,519,62,46.358,80,11,100,100,76.10201094470708,10Fingers,Book
COLEMAK,279,50,20.672,145,13,100,100,91.75286291943621,10Fingers,Article
simulation3,404,60,30.758,117,13,100,100,93.70210698432992,10Fingers,Dummy
simulation3,498,79,38.965,122,13,100,100,93.34329193348137,10Fingers,Article
COLEMAK,534,79,40.366,117,13,100,100,90.52711882449825,10Fingers,Dummy
simulation2,774,120,71.119,101,11,100,100,90.33670333469708,10Fingers,Dummy
COLEMAK,292,49,21.544,136,14,100,100,83.1786133114853,10Fingers,Code
QWERTY,544,92,46.93,118,12,100,100,89.20734346271213,10Fingers,Dummy
simulation3,511,90,39.252,138,13,100,100,93.09935997268563,10Fingers,Article
