keyboard,letters,words,time,wpm,lps,accuracy,raw_accuracy,consistency,typer,text_type
QWERTY,379,63,31.483,120,12,100,100,93.84974301593479,10Fingers,Article
simulation1,353,62,28.982,128,12,100,100,87.60719442011148,10Fingers,Book
simulation2,366,64,30.687,125,12,100,100,89.2663989997308,10Fingers,Book
simulation2,310,68,27.243,150,11,100,100,87.0663808472901,10Fingers,Dummy
COLEMAK,457,70,34.432,122,13,100,100,94.14398511874168,10Fingers,Article
simulation3,412,67,33.127,121,12,100,100,87.35268771399481,10Fingers,Article
COLEMAK,576,89,44.016,121,13,100,100,92.09409687027956,10Fingers,Dummy
QWERTY,499,78,39.807,118,13,100,100,88.52260239493992,10Fingers,Code
simulation1,391,14,19.642,43,20,100,100,79.93640000800602,10Fingers,Article
simulation2,521,72,52.828,82,10,100,100,87.54249767553428,10Fingers,Book
QWERTY,281,50,22.083,136,13,100,100,91.89609515322971,10Fingers,Dummy
simulation1,309,48,23.862,121,13,100,100,83.88357539723368,10Fingers,Dummy
COLEMAK,292,44,22.479,117,13,100,100,81.7228619144426,10Fingers,Article
QWERTY,528,84,42.06,120,13,100,100,91.95368618122654,10Fingers,Book
QWERTY,411,60,36.719,98,11,100,100,90.16309684469965,10Fingers,Article
COLEMAK,282,35,20.88,101,14,100,100,93.0318248274239,10Fingers,Code
COLEMAK,514,100,47.83,125,11,100,100,87.01653914350173,10Fingers,Dummy
COLEMAK,780,119,63.617,112,12,100,100,92.86464835826608,10Fingers,Code
simulation2,543,53,51.763,61,10,100,100,69.5034860291401,10Fingers,Book
simulation2,272,48,21.884,132,12,100,100,88.38488943412277,10Fingers,Code
QWERTY,563,80,52.927,91,11,100,100,74.72992958250119,10Fingers,Code
QWERTY,511,103,43.488,142,12,100,100,88.9110808853712,10Fingers,Book
simulation2,350,61,30.435,120,11,100,100,84.64399573058512,10Fingers,Dummy
COLEMAK,644,104,49.697,126,13,100,100,94.22807283508331,10Fingers,Dummy
simulation3,635,98,52.864,111,12,100,100,92.47134968165206,10Fingers,Dummy
simulation1,830,129,68.484,113,12,100,100,89.81341002884196,10Fingers,Code
COLEMAK,549,48,47.235,61,12,100,100,89.14364777125618,10Fingers,Article
QWERTY,437,77,36.337,127,12,100,100,85.56323818192025,10Fingers,Book
simulation1,276,47,22.695,124,12,100,100,88.62863049290976,10Fingers,Dummy
DVORAK,536,81,42.022,116,13,100,100,94.10771732694458,10Fingers,Dummy
DVORAK,287,51,21.654,141,13,100,100,91.39304133912857,10Fingers,Book
simulation3,517,102,41.901,146,12,100,100,95.39428974056692,10Fingers,Book
simulation3,389,71,32.515,131,12,100,100,92.21965708911755,10Fingers,Article
QWERTY,943,133,84.396,95,11,100,100,90.44888899062737,10Fingers,Book
DVORAK,552,88,42.047,126,13,100,100,85.78505762840656,10Fingers,Book
DVORAK,421,77,34.541,134,12,100,100,93.489745539328,10Fingers,Book
QWERTY,404,70,31.155,135,13,100,100,90.6753162959974,10Fingers,Article
DVORAK,277,41,25.306,97,11,100,100,85.11687656700185,10Fingers,Book
simulation1,378,68,29.242,140,13,100,100,94.82760648787604,10Fingers,Code
QWERTY,304,15,29.079,31,10,100,100,65.27710594090888,10Fingers,Book
DVORAK,360,58,31.201,112,12,100,100,89.16708564012987,10Fingers,Article
simulation2,427,73,37.232,118,11,100,100,93.0395873516045,10Fingers,Book
COLEMAK,542,90,53.21,101,10,100,100,92.21873387688235,10Fingers,Dummy
QWERTY,697,106,59.382,107,12,100,100,89.64933971779557,10Fingers,Book
QWERTY,278,45,22.156,122,13,100,100,87.88398186886107,10Fingers,Code
simulation1,262,61,21.328,172,12,100,100,88.50029918719774,10Fingers,Book
simulation1,283,53,19.721,161,14,100,100,89.54211115932418,10Fingers,Dummy
simulation3,791,131,65.613,120,12,100,100,89.02535680325904,10Fingers,Code
simulation3,520,36,45.862,47,11,100,100,69.91727108452561,10Fingers,Code
simulation2,264,39,21.292,110,12,100,100,84.70194526661581,10Fingers,Code
simulation2,375,41,35.307,70,11,100,100,76.47074631287835,10Fingers,Dummy
QWERTY,463,68,37.53,109,12,100,100,92.5147862729737,10Fingers,Book
COLEMAK,368,65,31.297,125,12,100,100,95.29883311635487,10Fingers,Dummy
COLEMAK,446,73,33.477,131,13,100,100,93.75873044156704,10Fingers,Code
simulation3,363,30,43.944,41,8,100,100,85.31831509652085,10Fingers,Code
simulation1,282,50,25.316,119,11,100,100,85.56002696540631,10Fingers,Dummy
QWERTY,959,151,85.107,106,11,100,100,89.65769494013053,10Fingers,Article
simulation2,583,62,65.332,57,9,100,100,83.16143580392074,10Fingers,Code
simulation2,392,53,37.756,84,10,100,100,83.67489208627657,10Fingers,Code
DVORAK,353,54,34.482,94,10,100,100,83.79860730487637,10Fingers,Code
QWERTY,276,18,27.942,39,10,100,100,81.74881853363061,10Fingers,Dummy
QWERTY,356,56,28.551,118,12,100,100,81.44295344452964,10Fingers,Dummy
COLEMAK,367,62,26.969,138,14,100,100,88.28985888412078,10Fingers,Book
QWERTY,394,70,31.405,134,13,100,100,89.9819253621896,10Fingers,Book
simulation3,500,95,41.911,136,12,100,100,87.72673352030054,10Fingers,Book
QWERTY,523,83,52.091,96,10,100,100,92.39471639403351,10Fingers,Code
simulation1,376,55,34.563,95,11,100,100,90.33749414393978,10Fingers,Code
simulation2,350,61,32.104,114,11,100,100,88.62686032305939,10Fingers,Article
COLEMAK,631,93,48.524,115,13,100,100,91.22143190370579,10Fingers,Dummy
simulation2,826,138,77.525,107,11,100,100,91.21816205302801,10Fingers,Dummy
simulation3,302,51,23.806,129,13,100,100,88.2154611512564,10Fingers,Code
DVORAK,516,46,51.972,53,10,100,100,82.37775369154068,10Fingers,Dummy
COLEMAK,773,119,63.536,112,12,100,100,90.42464887018069,10Fingers,Code
simulation2,511,61,50.955,72,10,100,100,69.11193103659546,10Fingers,Dummy
COLEMAK,324,50,25.263,119,13,100,100,91.65040356493,10Fingers,Book
COLEMAK,274,41,23.271,106,12,100,100,94.25828478120333,10Fingers,Dummy
COLEMAK,812,133,67.815,118,12,100,100,90.05231550983581,10Fingers,Code
DVORAK,529,57,51.874,66,10,100,100,78.99848612643761,10Fingers,Code
simulation3,382,52,34.857,90,11,100,100,77.94138120937535,10Fingers,Article
simulation1,559,74,51.734,86,11,100,100,89.04780226885744,10Fingers,Code
simulation2,543,75,52.585,86,10,100,100,80.82434781559918,10Fingers,Dummy
simulation1,391,59,29.503,120,13,100,100,89.82518274712652,10Fingers,Article
DVORAK,399,68,32.256,126,12,100,100,88.8550391534578,10Fingers,Dummy
DVORAK,815,133,67.973,117,12,100,100,91.20975967523884,10Fingers,Code
QWERTY,524,65,50.894,77,10,100,100,80.53118225633929,10Fingers,Dummy
simulation1,493,73,37.6,116,13,100,100,90.55009017927682,10Fingers,Dummy
simulation3,517,82,40.383,122,13,100,100,89.13363554294577,10Fingers,Article
simulation2,369,48,32.864,88,11,100,100,88.56197175127346,10Fingers,Article
COLEMAK,283,42,22.84,110,12,100,100,81.16893174525354,10Fingers,Article
simulation1,357,56,26.296,128,14,100,100,91.15781200537789,10Fingers,Dummy
DVORAK,484,75,37.294,121,13,100,100,91.18535445876054,10Fingers,Article
COLEMAK,707,98,52.939,111,13,100,100,92.3408233029137,10Fingers,Dummy
COLEMAK,842,139,68.765,121,12,100,100,93.86021125939592,10Fingers,Code
simulation1,328,13,29.783,26,11,100,100,79.68408877521544,10Fingers,Dummy
COLEMAK,335,55,26.055,127,13,100,100,92.67785870284312,10Fingers,Article
simulation3,407,65,30.755,127,13,100,100,89.53728076920021,10Fingers,Article
COLEMAK,542,97,39.49,147,14,100,100,90.12298354036825,10Fingers,Code
COLEMAK,389,55,29.533,112,13,100,100,85.4241433686915,10Fingers,Dummy
QWERTY,743,123,63.059,117,12,100,100,90.28419648792487,10Fingers,Article
simulation3,291,48,22.521,128,13,100,100,91.03162003482845,10Fingers,Code
QWERTY,505,58,50.239,69,10,100,100,86.98525353834448,10Fingers,Article
simulation1,347,52,25.074,124,14,100,100,90.45238190280492,10Fingers,Book
simulation3,267,39,21.75,108,12,100,100,90.97942038164415,10Fingers,Book
simulation2,536,98,45.965,128,12,100,100,92.86685171286447,10Fingers,Code
simulation3,261,50,21.502,140,12,100,100,65.4493209075051,10Fingers,Book
simulation1,369,70,29.054,145,13,100,100,90.82262669793839,10Fingers,Book
simulation2,519,84,45.483,111,11,100,100,90.71259723850697,10Fingers,Article
simulation1,542,94,44.775,126,12,100,100,91.09109440160915,10Fingers,Book
simulation3,522,86,42.404,122,12,100,100,83.57558296621069,10Fingers,Book
QWERTY,417,74,33.427,133,12,100,100,86.57658595936553,10Fingers,Code
QWERTY,355,50,32.468,92,11,100,100,80.92618452317299,10Fingers,Code
simulation1,356,52,31.27,100,11,100,100,84.685436129491,10Fingers,Book
COLEMAK,306,60,24.811,145,12,100,100,94.52518225804549,10Fingers,Book
simulation1,546,97,40.727,143,13,100,100,90.34027957040591,10Fingers,Code
simulation1,286,42,25.689,98,11,100,100,83.34628938212906,10Fingers,Dummy
DVORAK,476,68,37.86,108,13,100,100,90.56400250505521,10Fingers,Book
COLEMAK,400,60,32.13,112,12,100,100,85.23054403894642,10Fingers,Code
simulation1,558,37,50.272,44,11,100,100,81.13356102999089,10Fingers,Code
DVORAK,525,111,54.644,122,10,100,100,93.66877723165496,10Fingers,Article
DVORAK,513,76,40.208,113,13,100,100,85.1296533873104,10Fingers,Book
simulation1,270,44,21.933,120,12,100,100,79.08880934892893,10Fingers,Article
simulation1,272,40,25.598,94,11,100,100,87.4218353644484,10Fingers,Article
DVORAK,588,78,49.372,95,12,100,100,81.22083845125161,10Fingers,Article
simulation1,369,61,30.561,120,12,100,100,67.56389198754749,10Fingers,Book
simulation3,282,53,22.394,142,13,100,100,91.86367496978725,10Fingers,Book
simulation2,515,82,45.488,108,11,100,100,91.06884717478576,10Fingers,Code
COLEMAK,383,77,34.183,135,11,100,100,89.88314483450881,10Fingers,Book
simulation2,551,98,46.423,127,12,100,100,87.28225429304663,10Fingers,Dummy
QWERTY,769,125,63.091,119,12,100,100,93.99167033831023,10Fingers,Code
simulation1,524,53,45.015,71,12,100,100,74.33712777649804,10Fingers,Dummy
QWERTY,732,119,60.263,118,12,100,100,93.35281713852983,10Fingers,Article
COLEMAK,509,62,48.936,76,10,100,100,87.57483632532833,10Fingers,Dummy
simulation1,279,45,22.978,118,12,100,100,93.41158585998987,10Fingers,Dummy
COLEMAK,317,45,25.05,108,13,100,100,85.86055738491399,10Fingers,Dummy
simulation3,369,52,29.784,105,12,100,100,90.13550258197468,10Fingers,Book
COLEMAK,274,55,22.062,150,12,100,100,87.9325162983722,10Fingers,Dummy
simulation1,298,45,23.65,114,13,100,100,87.65544658203675,10Fingers,Code
simulation2,571,23,32.635,42,17,100,100,69.19175819648669,10Fingers,Article
simulation2,587,93,52.547,106,11,100,100,85.61723544297698,10Fingers,Code
simulation2,500,57,47.611,72,11,100,100,83.61140461891927,10Fingers,Article
simulation2,409,52,42.126,74,10,100,100,81.98925407831109,10Fingers,Article
simulation1,262,40,28.152,85,9,100,100,90.00794456604518,10Fingers,Code
simulation1,353,63,36.471,104,10,100,100,66.4089748089294,10Fingers,Article
QWERTY,557,81,46.52,104,12,100,100,91.5716790471393,10Fingers,Dummy
simulation1,469,74,35.82,124,13,100,100,91.8349547730491,10Fingers,Book
QWERTY,387,70,29.554,142,13,100,100,92.913893994195,10Fingers,Dummy
simulation2,625,100,54.867,109,11,100,100,87.51190734188174,10Fingers,Book
DVORAK,265,45,23.789,113,11,100,100,89.66180617612032,10Fingers,Book
simulation2,322,52,28.085,111,11,100,100,91.2121196483664,10Fingers,Article
DVORAK,511,78,48.462,97,11,100,100,93.00762434175682,10Fingers,Dummy
COLEMAK,551,88,41.636,127,13,100,100,93.20279722069574,10Fingers,Article
simulation1,520,58,45.052,77,12,100,100,84.95240237862389,10Fingers,Book
simulation3,397,63,36.008,105,11,100,100,89.56463730327812,10Fingers,Code
simulation1,527,37,29.604,75,18,100,100,75.56061603914141,10Fingers,Code
DVORAK,514,70,54.676,77,9,100,100,67.74769562797962,10Fingers,Dummy
simulation2,753,119,68.812,104,11,100,100,93.44743058460654,10Fingers,Code
DVORAK,500,80,44.111,109,11,100,100,91.36546980171174,10Fingers,Code
DVORAK,334,26,21.887,71,15,100,100,83.08407416332216,10Fingers,Book
simulation3,535,92,41.359,133,13,100,100,92.71168955141488,10Fingers,Dummy
simulation1,329,62,25.097,148,13,100,100,88.75041274914899,10Fingers,Article
simulation1,798,116,62.261,112,13,100,100,90.15950448542502,10Fingers,Dummy
simulation1,442,69,33.794,123,13,100,100,90.02452220861383,10Fingers,Code
QWERTY,518,75,48.875,92,11,100,100,85.86837932089664,10Fingers,Code
COLEMAK,293,44,32.524,81,9,100,100,82.83265725104435,10Fingers,Dummy
QWERTY,503,76,41.238,111,12,100,100,78.75514220007467,10Fingers,Article
QWERTY,295,52,23.966,130,12,100,100,92.3739880428243,10Fingers,Code
simulation3,304,38,26.281,87,12,100,100,83.85845960248886,10Fingers,Dummy
simulation1,598,93,43.594,128,14,100,100,95.04521242848686,10Fingers,Article
simulation1,266,28,24.776,68,11,100,100,79.13870324687758,10Fingers,Code
DVORAK,510,50,55.026,55,9,100,100,73.95854375869096,10Fingers,Dummy
DVORAK,276,42,22.278,113,12,100,100,84.6416246930827,10Fingers,Article
simulation1,506,76,38.317,119,13,100,100,91.2179199627824,10Fingers,Article
DVORAK,390,67,29.393,137,13,100,100,75.8945560068585,10Fingers,Book
QWERTY,358,70,29.418,143,12,100,100,88.45171529290161,10Fingers,Article
simulation2,637,91,56.211,97,11,100,100,90.83298743309643,10Fingers,Code
DVORAK,544,55,46.808,71,12,100,100,77.04216606170544,10Fingers,Article
simulation3,391,43,36.048,72,11,100,100,65.09421344691157,10Fingers,Book
simulation3,537,104,41.853,149,13,100,100,94.91521610771125,10Fingers,Dummy
COLEMAK,536,88,41.557,127,13,100,100,94.20257327056723,10Fingers,Code
simulation3,380,38,33.539,68,11,100,100,80.8147828186338,10Fingers,Article
COLEMAK,261,36,24.24,89,11,100,100,92.05003191436775,10Fingers,Article
simulation2,518,81,44.558,109,12,100,100,85.43092741556244,10Fingers,Article
simulation1,569,74,48.646,91,12,100,100,89.1147011703076,10Fingers,Article
COLEMAK,385,52,34.921,89,11,100,100,89.15759592619602,10Fingers,Article
simulation1,401,39,35.602,66,11,100,100,84.83485725902598,10Fingers,Book
DVORAK,402,61,29.622,124,14,100,100,90.39725658237751,10Fingers,Code
simulation1,262,37,24.774,90,11,100,100,87.4326170548219,10Fingers,Book
simulation3,271,54,21.082,154,13,100,100,83.90892743578723,10Fingers,Code
DVORAK,510,43,51.324,50,10,100,100,82.92338108938677,10Fingers,Dummy
DVORAK,276,43,21.19,122,13,100,100,89.6139315396318,10Fingers,Dummy
COLEMAK,522,82,39.326,125,13,100,100,86.86187112269542,10Fingers,Dummy
simulation2,749,127,66.784,114,11,100,100,94.30889395480077,10Fingers,Book
simulation3,272,47,22.691,124,12,100,100,85.34452141367316,10Fingers,Dummy
COLEMAK,406,71,30.42,140,13,100,100,93.99264279927084,10Fingers,Article
simulation3,397,51,36.333,84,11,100,100,89.18577095352916,10Fingers,Book
simulation3,268,50,23.053,130,12,100,100,93.1624918078265,10Fingers,Code
simulation1,282,47,22.643,125,12,100,100,93.63166082136782,10Fingers,Book
QWERTY,537,95,41.989,136,13,100,100,93.89597701707984,10Fingers,Book
DVORAK,506,96,39.521,146,13,100,100,87.81978108766536,10Fingers,Code
simulation1,513,88,44.186,119,12,100,100,85.12017662481757,10Fingers,Book
DVORAK,519,86,40.296,128,13,100,100,90.04028067803928,10Fingers,Book
simulation3,266,47,20.943,135,13,100,100,94.02393502971815,10Fingers,Code
simulation2,351,39,32.313,72,11,100,100,82.67979687745593,10Fingers,Article
simulation1,1001,144,80.238,108,12,100,100,93.89683526286885,10Fingers,Book
simulation3,382,67,29.808,135,13,100,100,92.83757609433118,10Fingers,Code
simulation3,265,28,27.574,61,10,100,100,74.64871261946854,10Fingers,Book
DVORAK,386,63,30.679,123,13,100,100,93.51398982039002,10Fingers,Book
simulation2,278,50,24.057,125,12,100,100,93.58107348447237,10Fingers,Code
simulation3,264,40,26.273,91,10,100,100,77.33557702235768,10Fingers,Book
simulation2,553,105,50.295,125,11,100,100,91.60029897420436,10Fingers,Dummy
DVORAK,319,50,24.913,120,13,100,100,94.4947070128175,10Fingers,Article
DVORAK,523,82,40.947,120,13,100,100,91.74755352939437,10Fingers,Article
simulation3,392,60,31.034,116,13,100,100,85.264575882563,10Fingers,Dummy
QWERTY,394,66,32.533,122,12,100,100,88.49614343182313,10Fingers,Article
simulation2,506,90,42.81,126,12,100,100,92.21293121864716,10Fingers,Code
QWERTY,541,75,45.112,100,12,100,100,78.03868852871662,10Fingers,Article
simulation2,389,57,31.341,109,12,100,100,90.54711544346927,10Fingers,Code
simulation1,390,80,18.535,259,21,100,100,79.44512625685138,10Fingers,Code
simulation3,533,95,42.503,134,13,100,100,90.7270946881188,10Fingers,Dummy
simulation1,740,119,54.722,130,14,100,100,90.21366619754818,10Fingers,Article
DVORAK,432,64,34.229,112,13,100,100,92.40852270554119,10Fingers,Code
QWERTY,508,67,53.128,76,10,100,100,88.23058420682365,10Fingers,Article
simulation2,383,42,39.397,64,10,100,100,90.43657829184909,10Fingers,Dummy
DVORAK,405,64,30.706,125,13,100,100,90.24936086425836,10Fingers,Dummy
DVORAK,842,126,66.918,113,13,100,100,95.51074928390936,10Fingers,Code
DVORAK,361,46,35.5,78,10,100,100,78.34745522538296,10Fingers,Book
simulation2,276,39,23.787,98,12,100,100,88.31416011787181,10Fingers,Code
COLEMAK,354,68,29.208,140,12,100,100,90.90864057540122,10Fingers,Code
simulation1,300,16,28.701,33,10,100,100,82.6986867841118,10Fingers,Dummy
simulation3,442,69,34.474,120,13,100,100,91.8586228898773,10Fingers,Book
simulation1,504,90,42.597,127,12,100,100,84.76117263100218,10Fingers,Dummy
QWERTY,648,106,52.997,120,12,100,100,91.69219594249348,10Fingers,Dummy
simulation1,424,66,31.923,124,13,100,100,86.67333389929192,10Fingers,Book
COLEMAK,351,68,23.777,172,15,100,100,95.1484729041923,10Fingers,Dummy
simulation1,442,68,32.636,125,14,100,100,88.75065866173215,10Fingers,Dummy
COLEMAK,718,116,55.256,126,13,100,100,92.1392555687984,10Fingers,Code
DVORAK,295,33,26.979,73,11,100,100,87.15301577846921,10Fingers,Book
simulation2,510,86,42.054,123,12,100,100,83.86421576712583,10Fingers,Code
simulation3,302,9,29.214,18,10,100,100,56.53793999591799,10Fingers,Article
QWERTY,533,75,55.68,81,10,100,100,93.9855141373651,10Fingers,Dummy
QWERTY,464,72,38.273,113,12,100,100,92.06054568689491,10Fingers,Article
simulation2,514,71,46.671,91,11,100,100,92.77673882682122,10Fingers,Dummy
QWERTY,431,69,35.516,117,12,100,100,89.97571919379094,10Fingers,Book
simulation3,546,103,43.177,143,13,100,100,92.6299286935099,10Fingers,Article
QWERTY,749,117,58.16,121,13,100,100,93.45808869712356,10Fingers,Article
simulation3,668,100,54.137,111,12,100,100,93.5488697893452,10Fingers,Article
COLEMAK,533,79,44.52,106,12,100,100,83.28772054799205,10Fingers,Article
simulation2,519,85,42.926,119,12,100,100,91.18997788031912,10Fingers,Article
simulation1,355,57,27.985,122,13,100,100,90.44501516167183,10Fingers,Article
simulation2,340,44,30.48,87,11,100,100,89.1546966921342,10Fingers,Book
COLEMAK,371,60,28.322,127,13,100,100,92.67580091865682,10Fingers,Code
simulation3,365,48,33.62,86,11,100,100,76.80620565543111,10Fingers,Book
QWERTY,544,100,43.776,137,12,100,100,91.83549780913674,10Fingers,Dummy
DVORAK,385,63,28.872,131,13,100,100,91.07350747677,10Fingers,Code
simulation3,374,75,31.993,141,12,100,100,81.9917305881271,10Fingers,Code
COLEMAK,500,30,46.102,39,11,100,100,76.71847010364384,10Fingers,Dummy
simulation2,448,65,39.79,98,11,100,100,92.15301690554065,10Fingers,Code
DVORAK,365,23,33.922,41,11,100,100,89.0996001766131,10Fingers,Article
QWERTY,412,55,40.001,82,10,100,100,83.00526959567782,10Fingers,Book
simulation2,305,60,27.142,133,11,100,100,88.58702594310915,10Fingers,Book
DVORAK,264,39,22.52,104,12,100,100,91.23974284608504,10Fingers,Article
DVORAK,503,82,42.628,115,12,100,100,75.1738458434484,10Fingers,Code
QWERTY,514,76,48.278,94,11,100,100,81.23615579306743,10Fingers,Code
simulation1,510,64,53.992,71,9,100,100,79.71506758223947,10Fingers,Code
simulation3,358,38,36.465,63,10,100,100,87.34917619116176,10Fingers,Dummy
COLEMAK,405,64,30.606,125,13,100,100,92.00712239017018,10Fingers,Book
DVORAK,266,52,22.351,140,12,100,100,91.10439657094632,10Fingers,Code
COLEMAK,423,53,40.447,79,10,100,100,82.13634025549035,10Fingers,Article
simulation1,376,60,27.391,131,14,100,100,94.25367336095916,10Fingers,Dummy
simulation1,391,59,30.174,117,13,100,100,89.2427755520727,10Fingers,Book
simulation2,537,87,44.063,118,12,100,100,90.8392795972538,10Fingers,Article
simulation2,766,117,67.502,104,11,100,100,92.80258032120996,10Fingers,Book
QWERTY,415,70,31.787,132,13,100,100,90.59853477683806,10Fingers,Article
DVORAK,542,78,50.368,93,11,100,100,76.63947050379662,10Fingers,Book
simulation3,396,65,31.974,122,12,100,100,91.0365961110388,10Fingers,Dummy
QWERTY,874,128,72.826,105,12,100,100,90.13673862043431,10Fingers,Article
QWERTY,262,37,21.071,105,12,100,100,91.24326067617667,10Fingers,Code
simulation3,395,32,35.632,54,11,100,100,87.10752331139385,10Fingers,Book
QWERTY,294,54,25.651,126,11,100,100,89.25916652021957,10Fingers,Article
QWERTY,333,52,28.732,109,12,100,100,87.10800069421991,10Fingers,Dummy
simulation3,766,118,59.909,118,13,100,100,86.35129962597188,10Fingers,Book
simulation1,408,65,35.406,110,12,100,100,88.77695346899273,10Fingers,Book
QWERTY,507,90,38.928,139,13,100,100,92.51293154020212,10Fingers,Code
simulation2,364,36,34.935,62,10,100,100,52.7286542624517,10Fingers,Article
simulation3,510,88,42.109,125,12,100,100,90.373063182092,10Fingers,Book
QWERTY,418,75,32.676,138,13,100,100,92.45983671634836,10Fingers,Article
COLEMAK,526,76,38.803,118,14,100,100,91.22516126301446,10Fingers,Dummy
simulation1,287,46,22.339,124,13,100,100,91.52539141762979,10Fingers,Article
DVORAK,386,64,31.92,120,12,100,100,83.42438212228137,10Fingers,Article
simulation2,299,48,25.547,113,12,100,100,83.9757572434163,10Fingers,Book
simulation1,563,102,40.264,152,14,100,100,92.80337444287288,10Fingers,Article
DVORAK,284,43,21.53,120,13,100,100,89.95185828167415,10Fingers,Article
DVORAK,396,56,30.052,112,13,100,100,88.79521517474505,10Fingers,Article
simulation2,297,38,31.063,73,10,100,100,87.18069595548482,10Fingers,Article
simulation2,599,84,50.176,100,12,100,100,90.32344564057865,10Fingers,Book
simulation2,270,51,24.217,126,11,100,100,83.7006178679313,10Fingers,Article
QWERTY,376,44,36.23,73,10,100,100,91.05145634503386,10Fingers,Book
QWERTY,353,54,27.757,117,13,100,100,90.6429647838423,10Fingers,Code
simulation3,315,36,28.436,76,11,100,100,82.57007215815645,10Fingers,Article
simulation3,538,75,49.809,90,11,100,100,85.11270533548118,10Fingers,Dummy
simulation1,735,127,55.69,137,13,100,100,95.64476805786457,10Fingers,Article
simulation1,591,100,44.217,136,13,100,100,87.98443520990833,10Fingers,Code
QWERTY,406,26,38.274,41,11,100,100,81.75965900950891,10Fingers,Code
simulation2,519,74,48.943,91,11,100,100,85.57647660376564,10Fingers,Article
QWERTY,501,79,38.509,123,13,100,100,90.88935391327324,10Fingers,Article
QWERTY,316,54,24.756,131,13,100,100,89.49240939906716,10Fingers,Code
simulation3,351,50,29.686,101,12,100,100,76.06386181779335,10Fingers,Book
COLEMAK,523,79,39.759,119,13,100,100,94.32898735957774,10Fingers,Code
COLEMAK,375,50,35.943,83,10,100,100,68.26942632260548,10Fingers,Book
simulation3,311,49,25.126,117,12,100,100,84.87364739898665,10Fingers,Code
COLEMAK,527,34,51.326,40,10,100,100,75.58831253090837,10Fingers,Code
COLEMAK,295,47,26.022,108,11,100,100,89.35168147446383,10Fingers,Book
simulation1,514,79,36.913,128,14,100,100,92.68459493008588,10Fingers,Dummy
simulation3,499,78,39.005,120,13,100,100,82.5110172070433,10Fingers,Article
simulation1,542,73,47.511,92,11,100,100,91.69887065428347,10Fingers,Book
simulation3,363,68,29.016,141,13,100,100,83.52132780102151,10Fingers,Dummy
DVORAK,345,51,26.3,116,13,100,100,88.92268099198141,10Fingers,Dummy
simulation1,371,67,28.773,140,13,100,100,89.76808295996037,10Fingers,Article
QWERTY,685,99,56.57,105,12,100,100,92.89276903052703,10Fingers,Code
COLEMAK,505,89,43.843,122,12,100,100,86.96872343843077,10Fingers,Article
DVORAK,590,99,46.741,127,13,100,100,85.1244744370965,10Fingers,Dummy
COLEMAK,868,130,68.843,113,13,100,100,93.2136767051035,10Fingers,Code
simulation3,359,48,38.626,75,9,100,100,49.471915192733626,10Fingers,Article
simulation2,557,96,49.828,116,11,100,100,89.2704521979145,10Fingers,Book
simulation3,351,56,27.792,121,13,100,100,92.38783862978627,10Fingers,Book
simulation2,545,98,47.016,125,12,100,100,90.0539422130714,10Fingers,Code
COLEMAK,265,40,22.021,109,12,100,100,76.49893627586923,10Fingers,Book
COLEMAK,276,48,22.038,131,13,100,100,91.41185556895793,10Fingers,Article
COLEMAK,393,65,30.633,127,13,100,100,83.90076268174658,10Fingers,Dummy
COLEMAK,360,61,27.152,135,13,100,100,91.54333743969894,10Fingers,Dummy
simulation3,324,50,25.684,117,13,100,100,94.0231888026055,10Fingers,Article
DVORAK,379,61,32.145,114,12,100,100,88.37102377414573,10Fingers,Article
simulation1,512,80,41.936,114,12,100,100,93.55076562744244,10Fingers,Code
simulation2,362,53,31.814,100,11,100,100,88.92346640245243,10Fingers,Book
COLEMAK,357,64,27.933,137,13,100,100,86.92279735918625,10Fingers,Dummy
simulation2,475,72,40.549,107,12,100,100,89.49624656368468,10Fingers,Article
DVORAK,432,71,31.644,135,14,100,100,92.591148243612,10Fingers,Dummy
QWERTY,352,61,28.75,127,12,100,100,91.61682358156011,10Fingers,Article
simulation2,375,54,37.531,86,10,100,100,88.00978665333609,10Fingers,Dummy
QWERTY,630,100,51.568,116,12,100,100,88.50771592346089,10Fingers,Code
simulation1,555,102,52.951,116,10,100,100,84.62727759504676,10Fingers,Code
simulation3,275,17,26.396,39,10,100,100,82.43807997726977,10Fingers,Article
COLEMAK,401,64,28.462,135,14,100,100,89.88264451813042,10Fingers,Article
simulation2,682,101,63.928,95,11,100,100,91.15844956494604,10Fingers,Book
DVORAK,293,49,26.609,110,11,100,100,89.4062321093986,10Fingers,Article
simulation1,373,57,26.172,131,14,100,100,92.26671315178501,10Fingers,Book
simulation2,558,95,48.38,118,12,100,100,91.35503506820707,10Fingers,Book
QWERTY,279,48,25.74,112,11,100,100,90.37862459201584,10Fingers,Dummy
COLEMAK,304,52,24.386,128,12,100,100,87.44926219304445,10Fingers,Dummy
DVORAK,385,64,28.679,134,13,100,100,94.0850410977286,10Fingers,Dummy
simulation1,913,144,70.999,122,13,100,100,93.3608611410267,10Fingers,Code
simulation2,350,36,32.547,66,11,100,100,79.72472378180922,10Fingers,Book
QWERTY,274,47,22.322,126,12,100,100,91.6719270513098,10Fingers,Dummy
simulation2,494,78,42.874,109,12,100,100,91.37162845340413,10Fingers,Dummy
QWERTY,274,48,23.673,122,12,100,100,88.28759215658279,10Fingers,Article
COLEMAK,581,85,50.99,100,11,100,100,89.9535076132337,10Fingers,Dummy
